Unnamed: 0_x,Contact_ID,Source_Folder_x,Q1_Topic_Introduced_By,Q2_Price_Increase_Introduction,Q3_Renewal_Fee_Mentioned,Q4_Percentage_Price_Increase_Mentioned,Q5_Monetary_Price_Increase_Mentioned,Q6_Price_Range_Mentioned,Q7_Customer_Asked_For_Justification,Q10_Customer_Response,Q11_Desire_To_Cancel,Q12_Discount_Offered,Q14_Agent_Response_To_Cancel,Previous_Year_Price,Current_Year_Price,Unnamed: 0_y,Start_Date,Prospect Outcome,Prospect Status,Prospect Renewal Date,Renewal Month,Payment Method,Renewal Score at release,Proforma Membership Status,Anchor or Indie,Anchor Group,Proforma Approved Lists,Tenure (Years),Tenure Group,Band,Date Paid,Payment Timeframe,Payment Time Frame 2,Payment Time Frame 3,Total Net Paid,Starting Net,Auto Renewal - Proforma Release,Now on Auto Renewal,Process,Unnamed: 0,Source_Folder_y,Explicit_Competitor_Mention,Implied_Competitor_Mention,Explicit_Switching_Intent,Implied_Switching_Intent,Competitor_Names_Listed,Mentioned_Alcumus_Competitors
8258,564542650286,14_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,2162.0,2024-10-14,Won,Renewed,2024-10-13,2024-10-01,BACS,26.5,Accredited,Anchored,2,2.0,2.0,2,Band F1,2024-10-15 00:00:00.000,2.0,Within 13 Days After Renewal,Paid Late,1849.0,1849.0,0.0,0.0,process,8244,14_10_2024,No,No,No,No,COMP_NO,No
8259,564542651086,14_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8245,14_10_2024,No,No,No,No,COMP_NO,No
8260,564542680065,14_10_2024,Agent,"The price increase was introduced as part of the renewal process, with the agent mentioning that the customer's membership would be automatically renewed on November 9th.",No,No,No,Not Discussed,No,Neutral,Renewed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8246,14_10_2024,No,No,No,No,COMP_NO,No
8261,564542695288,14_10_2024,Agent,The agent mentioned the price increase when discussing the renewal fee.,"Yes, £1279",No,Yes,Not Discussed,Yes,Negative,Desired to Cancel,No,The agent offered to look into changing the account name and making adjustments to make it easier for the customer.,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8247,14_10_2024,No,No,No,No,COMP_NO,No
8262,564542945043,15_10_2024,Customer,The customer mentioned a price increase from £483 to £599.,"Yes, £599",No,Yes,£483 to £599,Yes,Negative,Renewed,No,Not Discussed,£483,£599,,,,,,,,,,,,,,,,,,,,,,,,,8249,15_10_2024,No,No,No,No,COMP_NO,No
8263,564543057915,15_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Renewed,No,Not Discussed,Not Applicable,Not Applicable,4458.0,2024-10-15,Won,Renewed,2024-10-15,2024-10-01,BACS,27.5,Accredited,Anchored,3,3.0,5.0,4+,Band C1,2024-10-16 00:00:00.000,1.0,Within 13 Days After Renewal,Paid Late,799.0,919.0,0.0,0.0,process,8255,15_10_2024,No,No,No,No,COMP_NO,No
8264,564543064597,15_10_2024,Agent,The agent introduced the price increase by stating the new renewal fee amount and explaining the benefits of the service.,"Yes, £844.80",No,No,Not Discussed,Yes,Negative,Desired to Cancel,Yes,"The agent attempted to retain the customer by offering a concession, free support, and emphasizing the benefits of the service.",Not Applicable,Not Applicable,2191.0,2024-10-15,Won,Renewed,2024-10-05,2024-10-01,CARD,21.5,Member Only,Anchored,1,1.0,1.0,1,Band B,2024-10-18 08:33:49.750,13.0,Within 13 Days After Renewal,Paid Late,514.0,704.0,1.0,1.0,process,8256,15_10_2024,No,No,No,Yes,COMP_NO,No
8265,564543066112,15_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8257,15_10_2024,No,No,No,No,COMP_NO,No
8266,564543084183,15_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Renewed,No,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8259,15_10_2024,No,No,No,No,COMP_NO,No
8267,564543086430,15_10_2024,Agent,The agent mentioned the price increase while discussing the membership renewal payment.,"Yes, £5,084.40",No,No,Not Discussed,No,Neutral,Not Discussed (Renewal was discussed but not finalized),No,Not Applicable,Not Applicable,Not Applicable,2193.0,2024-10-15,Won,Renewed,2024-10-15,2024-10-01,BACS,27.0,Accredited,Anchored,10+,14.0,3.0,3,Group,2024-10-15 00:00:00.000,0.0,On Renewal Date,Paid on Time,4237.0,4237.0,0.0,0.0,process,8260,15_10_2024,No,No,No,No,COMP_NO,No
8268,564543093683,15_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8261,15_10_2024,No,No,No,No,COMP_NO,No
8269,564543095136,15_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Renewed,No,Not Discussed,Not Applicable,Not Applicable,4588.0,2024-10-15,Won,Renewed,2024-10-15,2024-10-01,BACS,27.0,Accredited,Anchored,10+,14.0,3.0,3,Group,2024-10-15 00:00:00.000,0.0,On Renewal Date,Paid on Time,4237.0,4237.0,0.0,0.0,process,8262,15_10_2024,No,No,No,No,COMP_NO,No
8270,564543235342,15_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8264,15_10_2024,No,Yes,No,Yes,COMP_CH,Yes
8271,564543242040,15_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,2197.0,2024-10-15,Won,Application and Money In,2024-10-08,2024-10-01,BACS,26.5,In Progress,Anchored,4-9,8.0,12.0,4+,Band F1,2024-10-17 00:00:00.000,9.0,Within 13 Days After Renewal,Paid Late,1849.0,1849.0,0.0,0.0,process,8265,15_10_2024,No,No,No,No,COMP_NO,No
8272,564543252662,15_10_2024,Agent,"The price increase was introduced as part of the renewal discussion, specifically mentioning the cost of the self-service package and the additional cost of assisted support.","Yes, £704",No,Yes,£599 to £704,Yes,Negative,Desired to Cancel,No,The agent attempted to retain the customer by offering free additional one-to-one support and explaining the benefits of the accreditation for working with Caffe Nero.,£599,£704,,,,,,,,,,,,,,,,,,,,,,,,,8266,15_10_2024,No,Yes,No,Yes,COMP_NO,No
8273,564543253014,15_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8267,15_10_2024,No,No,No,No,COMP_NO,No
8274,564543272936,15_10_2024,Agent,The price increase was introduced as a result of a change in the customer's banding and discount.,"Yes, £662.80",No,Yes,Not Discussed,No,Neutral,Renewed,Yes,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8269,15_10_2024,No,No,No,No,COMP_NO,No
8275,564543291610,15_10_2024,Agent,"The price increase was introduced as a result of inflation, with the agent explaining that prices have risen over the last 12 months.","Yes, £1159",Yes,Yes,£999 to £1159,Yes,Neutral,Renewed,No,Not Discussed,£999,£1159,,,,,,,,,,,,,,,,,,,,,,,,,8270,15_10_2024,No,No,No,No,COMP_NO,No
8276,564543291632,15_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8271,15_10_2024,Yes,Yes,No,No,COMP_NO,Yes
8277,564543294166,15_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8272,15_10_2024,No,No,No,No,COMP_NO,No
8278,564543308010,15_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Positive,Renewed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8273,15_10_2024,No,No,No,No,COMP_NO,No
8279,564543317407,15_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8274,15_10_2024,No,No,No,No,COMP_NO,No
8280,564543325139,15_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8275,15_10_2024,No,No,No,No,COMP_NO,No
8281,564543326033,15_10_2024,Agent,The agent mentioned the price as part of the renewal confirmation.,"Yes, £799",No,No,Not Discussed,No,Neutral,Renewed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8276,15_10_2024,No,No,No,No,COMP_NO,No
8282,564543337511,15_10_2024,Agent,"The agent mentioned a price reduction, not an increase, as part of a new offer.",No,No,No,Not Discussed,No,Positive,Renewed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8278,15_10_2024,No,No,No,No,COMP_NO,No
8283,564543348059,15_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Desired to Cancel,No,Not Discussed,Not Applicable,Not Applicable,5783.0,2024-10-15,Won,Renewed,2024-10-28,2024-10-01,CARD,28.0,Accredited,Anchored,4-9,4.0,9.0,4+,Band B,2024-10-31 04:56:00.000,3.0,Within 13 Days After Renewal,Paid Late,599.0,599.0,1.0,0.0,process,8281,15_10_2024,No,No,No,Yes,COMP_NO,No
8284,564543354374,15_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Renewed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8282,15_10_2024,No,No,No,No,COMP_NO,No
8285,564543361730,15_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8283,15_10_2024,No,No,No,No,COMP_NO,No
8286,564543369028,15_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,2205.0,2024-10-15,Won,Renewed,2024-10-28,2024-10-01,BACS,24.0,Member Only,Anchored,1,1.0,21.0,4+,Band C2,2024-10-29 00:00:00.000,1.0,Within 13 Days After Renewal,Paid Late,949.0,949.0,0.0,0.0,process,8284,15_10_2024,No,No,No,No,COMP_NO,No
8287,564543386870,15_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Desired to Cancel,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8285,15_10_2024,Yes,Yes,Yes,Yes,COMP_CO,Yes
8288,564543401274,15_10_2024,Agent,"The price increase was introduced as a renewal fee for the membership, which is required to keep the accreditation valid.","Yes, £718",No,Yes,Not Discussed,No,Positive,Renewed,No,Not Discussed,Not Applicable,Not Applicable,5865.0,2024-10-15,Lost,Do Not Work for Client,2024-10-10,2024-10-01,,27.5,Accredited,Anchored,2,2.0,7.0,4+,Band B,,,,,,599.0,1.0,0.0,process,8287,15_10_2024,No,No,No,No,COMP_NO,No
8289,564543478099,15_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8290,15_10_2024,No,Yes,No,No,COMP_CO,Yes
8290,564543494848,15_10_2024,Agent,"The price increase was introduced as part of the membership renewal discussion, specifically mentioning the auto-renewal setup.",No,No,No,Not Discussed,No,Neutral,Renewed,No,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8293,15_10_2024,No,No,No,No,COMP_NO,No
8291,564543496179,15_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8294,15_10_2024,No,No,No,No,COMP_NO,No
8292,564543505828,15_10_2024,Customer,The price increase was introduced as a result of the company moving from band D to band E due to an increase in employees.,"Yes, £120 (difference between express and standard packages)",No,Yes,Not Discussed,Yes,Neutral,"Desired to Cancel (though not explicitly stated, the customer considered changing to a standard package to reduce costs)",No,The agent offered an alternative package (standard) with a lower price and a longer turnaround time to retain the customer.,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8297,15_10_2024,No,No,No,No,COMP_NO,No
8293,564543517492,15_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8298,15_10_2024,No,No,No,No,COMP_NO,No
8294,564543523141,15_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,4137.0,2024-10-15,Lost,Promised to Pay - Fees not Received,2024-10-06,2024-10-01,,23.0,Member Only,Anchored,1,1.0,2.0,2,Band B,,,,,,684.0,1.0,0.0,process,8300,15_10_2024,No,No,No,No,COMP_NO,No
8295,564543525851,15_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,5372.0,2024-10-15,Won,Renewed,2024-10-28,2024-10-01,CARD,24.0,In Progress,Independent,Independent,0.0,4.0,4+,Band B,2024-11-07 16:42:16.580,10.0,Within 13 Days After Renewal,Paid Late,449.0,599.0,0.0,1.0,process,8301,15_10_2024,No,No,No,No,COMP_NO,No
8296,564755561378,15_10_2024,Agent,The agent mentioned the renewal payment is due in seven days.,No,No,No,Not Discussed,No,Neutral,Renewed,No,Not Discussed,Not Applicable,Not Applicable,6136.0,2024-10-15,Won,Renewed,2024-10-24,2024-10-01,CARD,26.0,In Progress,Anchored,3,3.0,6.0,4+,Band B,2024-10-25 14:18:00.250,1.0,Within 13 Days After Renewal,Paid Late,599.0,599.0,0.0,1.0,process,8303,15_10_2024,No,No,No,No,COMP_NO,No
8297,565597383377,01_11_2024,Agent,The agent mentioned a discounted rate and a price increase.,"Yes, £761.40 plus VAT (later mentioned as £913 including VAT)",No,No,Not Discussed,Yes,Negative,Desired to Cancel,No,The agent explained the benefits of the accreditation and supply chain management.,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8305,01_11_2024,No,No,No,No,COMP_NO,No
8298,589777674705,01_11_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Renewed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8306,01_11_2024,No,No,No,No,COMP_NO,No
8299,589777765040,01_11_2024,Agent,The price increase was introduced as part of the automatic renewal process.,"No,",No,No,Not Discussed,No,Neutral,Renewed,No,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8308,01_11_2024,No,No,No,No,COMP_SA,Yes
8300,589777769440,01_11_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8309,01_11_2024,Yes,No,No,No,COMP_NO,Yes
8301,589778986721,04_11_2024,Agent,The price increase was introduced as a new renewal fee amount.,"Yes, 658.80",No,No,Not Discussed,No,Neutral,Renewed,Yes,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8310,04_11_2024,No,No,No,No,COMP_NO,No
8302,589779463524,04_11_2024,Agent,The price increase was introduced as a necessary adjustment based on the number of employees.,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8312,04_11_2024,No,No,No,No,COMP_NO,No
8303,589779464266,04_11_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Renewed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8313,04_11_2024,No,No,No,No,COMP_NO,No
8304,589779509923,04_11_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Renewed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8316,04_11_2024,No,No,No,No,COMP_NO,No
8305,589779513932,04_11_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8318,04_11_2024,No,No,No,No,COMP_NO,No
8306,589779538313,04_11_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8319,04_11_2024,No,No,No,No,COMP_NO,No
8307,589927563961,04_11_2024,Agent,The price increase was introduced as part of the automatic renewal of the Safe Contractor membership.,"Yes, 704 plus VAT",No,No,Not Discussed,No,Negative,Desired to Cancel,No,"The agent attempted to retain the customer by explaining the benefits of the membership, including accreditation and visibility on their client's portal, and offering to help the customer find companies that might be a good fit for their services.",Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8320,04_11_2024,No,Yes,No,Yes,COMP_NO,No
8308,589927592474,04_11_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Renewed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8324,04_11_2024,No,No,No,No,COMP_NO,No
8309,589927838347,05_11_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8326,05_11_2024,No,No,No,No,COMP_NO,No
8310,589927839383,05_11_2024,Agent,"The price increase was not explicitly mentioned, but the agent informed the customer about the upcoming renewal and the automatic payment process.",No,No,No,Not Discussed,No,Neutral,Renewed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8327,05_11_2024,No,No,No,No,COMP_NO,No
8311,589927847364,05_11_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8328,05_11_2024,No,No,No,No,COMP_NO,No
8312,589927897938,05_11_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Positive,Renewed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8331,05_11_2024,No,No,No,No,COMP_NO,No
8313,589927923998,05_11_2024,Agent,The price increase was introduced as part of the auto-renewal process.,No,No,No,Not Discussed,No,Neutral,Renewed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8332,05_11_2024,No,No,No,No,COMP_NO,No
8314,589927926273,05_11_2024,Agent,The agent introduced the price increase by offering a discounted renewal fee.,"Yes, £387 plus VAT",No,No,Not Discussed,No,Neutral,Renewed,Yes,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8333,05_11_2024,No,No,No,No,COMP_NO,No
8315,589927958206,05_11_2024,Customer,"The price increase was introduced as a result of an audit for accreditation, which led to the customer being moved to a higher band.","Yes, £1000",No,Yes,Not Discussed,Yes,Negative,Desired to Cancel,No,"The agent attempted to retain the customer by offering to have the team leader, Bradley, call them to discuss the issue further.",Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8335,05_11_2024,No,Yes,No,Yes,COMP_NO,No
8316,589928061601,05_11_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,Yes,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8340,05_11_2024,No,No,No,No,COMP_NO,No
8317,589928084494,05_11_2024,Agent,"The agent introduced the price increase as part of the renewal process, stating it was necessary for the Safe Contractor membership.",No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8342,05_11_2024,No,No,No,No,COMP_NO,No
8318,589928109971,05_11_2024,Agent,The price increase was introduced as a result of the customer's request to remove one of their subsidiaries from the renewal invoice.,"Yes, £6042",No,Yes,£65250 to £6042,No,Neutral,Renewed,No,Not Discussed,£65250,£6042,,,,,,,,,,,,,,,,,,,,,,,,,8343,05_11_2024,No,No,No,No,COMP_NO,No
8319,589928155239,05_11_2024,Customer,The price increase was introduced as part of the membership auto-renewal notification.,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8345,05_11_2024,No,No,No,No,COMP_NO,No
8320,589928160144,05_11_2024,Agent,The agent mentioned the price rise during the call to discuss the membership renewal.,No,No,No,Not Discussed,No,Neutral,Renewed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8346,05_11_2024,No,No,No,No,COMP_NO,No
8321,589928166986,05_11_2024,Agent,The price increase was introduced as a renewal fee for the accreditation.,"Yes, £395",No,Yes,Not Discussed,No,Neutral,Renewed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8347,05_11_2024,No,Yes,No,No,COMP_NO,No
8322,589928170831,05_11_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Not Discussed,Renewed,No,Not Discussed,Not Applicable,Not Applicable,1161.0,2024-11-05,Won,Renewed,2024-10-02,2024-10-01,BACS,26.5,Accredited,Anchored,1,1.0,4.0,4+,Band C1,2024-11-26 00:00:00.000,55.0,1-2 Months After Renewal,Paid Late,949.0,949.0,0.0,0.0,process,8348,05_11_2024,No,No,No,No,COMP_NO,No
8323,589928188494,05_11_2024,Agent,The agent mentioned the price increase in the context of the membership renewal.,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8349,05_11_2024,No,No,No,No,COMP_NO,No
8324,589928203863,05_11_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8350,05_11_2024,No,No,No,No,COMP_NO,No
8325,589928205105,05_11_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8351,05_11_2024,No,No,No,No,COMP_NO,No
8326,589928205835,05_11_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8352,05_11_2024,No,No,No,No,COMP_NO,No
8327,589928218600,05_11_2024,Agent,"The price increase was introduced as part of the auto-renewal process for the membership, with the agent mentioning the option to cancel the auto-renewal up to 14 days beforehand.",No,No,No,Not Discussed,No,Neutral,Renewed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8353,05_11_2024,No,No,No,No,COMP_NO,No
8328,589928219176,05_11_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Desired to Cancel,No,Not Discussed,Not Applicable,Not Applicable,4057.0,2024-11-05,Lost,Not Value for Money,2024-10-18,2024-10-01,,26.5,Accredited,Anchored,1,1.0,6.0,4+,Band B,,,,,,599.0,0.0,0.0,process,8354,05_11_2024,No,No,No,Yes,COMP_NO,No
8329,589928229384,05_11_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Renewed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8355,05_11_2024,No,No,No,No,COMP_NO,No
8330,589928265065,05_11_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8356,05_11_2024,No,Yes,No,No,COMP_NO,No
8331,589928295106,05_11_2024,Agent,The agent introduced the price increase as a renewal offer with a discounted rate due to the customer's previous issues with accessing the portal.,"Yes, £339 plus VAT (previously £796)",No,Yes,£796 to £339,No,Negative,Desired to Cancel,Yes,"The agent offered a discounted rate and explained the benefits of the service, but the customer still decided to cancel.",£796,£339,,,,,,,,,,,,,,,,,,,,,,,,,8359,05_11_2024,No,Yes,No,Yes,COMP_CH,Yes
8332,589928331934,05_11_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,1175.0,2024-11-05,Lost,Do Not Work for Client,2024-10-05,2024-10-01,,24.0,Member Only,Anchored,3,3.0,2.0,2,Band C1,,,,,,799.0,1.0,0.0,process,8361,05_11_2024,No,No,No,No,COMP_NO,No
8333,589928346601,05_11_2024,Agent,The price increase was introduced as part of the membership renewal process.,No,No,No,Not Discussed,No,Neutral,Renewed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8362,05_11_2024,No,No,No,No,COMP_NO,No
8334,589928398203,05_11_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8365,05_11_2024,No,No,No,No,COMP_NO,No
8335,589928398725,05_11_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8366,05_11_2024,No,No,No,No,COMP_NO,No
8336,589928421259,05_11_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8368,05_11_2024,No,No,No,No,COMP_NO,No
8337,589928423093,05_11_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8369,05_11_2024,No,No,No,No,COMP_NO,No
8338,589928423339,05_11_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8370,05_11_2024,No,No,No,No,COMP_NO,No
8339,589928424519,05_11_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8371,05_11_2024,No,No,No,No,COMP_NO,No
8340,589928428784,05_11_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8373,05_11_2024,No,No,No,No,COMP_NO,No
